plant_id,combiFalseed_heat_aFalsed_power_plaFalset,nuclear_unit_id,plant_name,operator_name,operator_id,plant_state,census_region,NERC_region,NAICS_code,EIA_sector_number,sector_name,"reportedprime_code
Prime Mover","
reported_fuel_type_code","AER_fuel_type_code
",balancing_authority_code,physical_unit_label
3,FALSE,Null,Barry,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,CA,NG,NG,SOCO,mcf
3,FALSE,Null,Barry,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,CT,NG,NG,SOCO,mcf
3,FALSE,Null,Barry,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,BIT,COL,SOCO,short tons
3,FALSE,Null,Barry,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,NG,NG,SOCO,mcf
3,FALSE,Null,Barry,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,SUB,COL,SOCO,short tons
7,TRUE,Null,Gadsden,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,NG,NG,SOCO,mcf
10,FALSE,Null,Greene County,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,GT,DFO,DFO,SOCO,barrels
10,FALSE,Null,Greene County,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,GT,NG,NG,SOCO,mcf
10,FALSE,Null,Greene County,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,NG,NG,SOCO,mcf
26,FALSE,Null,E C Gaston,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,GT,DFO,DFO,SOCO,barrels
26,FALSE,Null,E C Gaston,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,BIT,COL,SOCO,short tons
26,FALSE,Null,E C Gaston,Alabama Power Co,195,AL,ESC,SERC,22,1,Electric Utility,ST,NG,NG,SOCO,mcf
46,FALSE,1,Browns Ferry,Tennessee Valley Authority,18642,AL,ESC,SERC,22,1,Electric Utility,ST,NUC,NUC,TVA,
46,FALSE,2,Browns Ferry,Tennessee Valley Authority,18642,AL,ESC,SERC,22,1,Electric Utility,ST,NUC,NUC,TVA,
46,FALSE,3,Browns Ferry,Tennessee Valley Authority,18642,AL,ESC,SERC,22,1,Electric Utility,ST,NUC,NUC,TVA,
54,FALSE,Null,J K Smith,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,GT,DFO,DFO,PJM,barrels
54,FALSE,Null,J K Smith,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,GT,NG,NG,PJM,mcf
56,FALSE,Null,Lowman Energy Center,PowerSouth Energy Cooperative,189,AL,ESC,SERC,22,1,Electric Utility,CA,NG,NG,SOCO,mcf
56,FALSE,Null,Lowman Energy Center,PowerSouth Energy Cooperative,189,AL,ESC,SERC,22,1,Electric Utility,CT,NG,NG,SOCO,mcf
60,FALSE,Null,Whelan Energy Center,City of Hastings - (NE),8245,NE,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
60,FALSE,Null,Whelan Energy Center,City of Hastings - (NE),8245,NE,WNC,MRO,22,1,Electric Utility,ST,RC,COL,SWPP,short tons
60,FALSE,Null,Whelan Energy Center,City of Hastings - (NE),8245,NE,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
96,FALSE,Null,Beluga,Chugach Electric Assn Inc,3522,AK,PACN,,22,1,Electric Utility,GT,NG,NG,,mcf
104,FALSE,Null,J S Eastwood,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,CISO,megawatthours
108,FALSE,Null,Holcomb,Sunflower Electric Power Corp,18315,KS,WNC,MRO,22,1,Electric Utility,ST,NG,NG,SWPP,mcf
108,FALSE,Null,Holcomb,Sunflower Electric Power Corp,18315,KS,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
113,FALSE,Null,Cholla,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,ST,BIT,COL,AZPS,short tons
113,FALSE,Null,Cholla,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,ST,DFO,DFO,AZPS,barrels
113,FALSE,Null,Cholla,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,ST,NG,NG,AZPS,mcf
113,FALSE,Null,Cholla,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,ST,SUB,COL,AZPS,short tons
116,FALSE,Null,Ocotillo,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,AZPS,mcf
117,FALSE,Null,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,CA,NG,NG,AZPS,mcf
117,FALSE,Null,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,CS,NG,NG,AZPS,mcf
117,FALSE,Null,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,CT,DFO,DFO,AZPS,barrels
117,FALSE,Null,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,CT,NG,NG,AZPS,mcf
117,FALSE,Null,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,AZPS,mcf
120,FALSE,Null,Yucca,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,GT,DFO,DFO,AZPS,barrels
120,FALSE,Null,Yucca,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,AZPS,mcf
120,FALSE,Null,Yucca,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,ST,NG,NG,AZPS,mcf
120,FALSE,Null,Yucca,Arizona Public Service Co,803,AZ,MTN,WECC,22,1,Electric Utility,ST,RFO,RFO,AZPS,barrels
126,TRUE,Null,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,22,1,Electric Utility,GT,DFO,DFO,TEPC,barrels
126,TRUE,Null,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,TEPC,mcf
126,TRUE,Null,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,22,1,Electric Utility,IC,NG,NG,TEPC,mcf
126,TRUE,Null,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,22,1,Electric Utility,ST,LFG,MLG,TEPC,mcf
126,TRUE,Null,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,22,1,Electric Utility,ST,NG,NG,TEPC,mcf
126,TRUE,Null,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,22,1,Electric Utility,ST,RFO,RFO,TEPC,barrels
130,FALSE,Null,Cross,South Carolina Public Service Authority,17543,SC,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,SC,short tons
130,FALSE,Null,Cross,South Carolina Public Service Authority,17543,SC,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,SC,barrels
130,FALSE,Null,Cross,South Carolina Public Service Authority,17543,SC,SAT,SERC,22,1,Electric Utility,ST,PC,PC,SC,short tons
130,FALSE,Null,Cross,South Carolina Public Service Authority,17543,SC,SAT,SERC,22,1,Electric Utility,ST,RC,COL,SC,short tons
136,FALSE,Null,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,SERC,22,1,Electric Utility,CA,NG,NG,SEC,mcf
136,FALSE,Null,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,SERC,22,1,Electric Utility,CT,NG,NG,SEC,mcf
136,FALSE,Null,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,SEC,short tons
136,FALSE,Null,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,SEC,barrels
141,FALSE,Null,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,BA,MWH,OTH,SRP,megawatthours
141,FALSE,Null,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,GT,DFO,DFO,SRP,barrels
141,FALSE,Null,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,SRP,mcf
141,FALSE,Null,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,PV,SUN,SUN,SRP,
141,FALSE,Null,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,ST,DFO,DFO,SRP,barrels
141,FALSE,Null,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,ST,NG,NG,SRP,mcf
145,FALSE,Null,Horse Mesa,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,HY,WAT,HYC,SRP,
145,FALSE,Null,Horse Mesa,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,PS,WAT,HPS,SRP,megawatthours
147,FALSE,Null,Kyrene,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,CA,NG,NG,SRP,mcf
147,FALSE,Null,Kyrene,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,CT,NG,NG,SRP,mcf
147,FALSE,Null,Kyrene,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,GT,DFO,DFO,SRP,barrels
147,FALSE,Null,Kyrene,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,SRP,mcf
148,FALSE,Null,Mormon Flat,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,HY,WAT,HYC,SRP,
148,FALSE,Null,Mormon Flat,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,PS,WAT,HPS,SRP,megawatthours
153,FALSE,Null,Glen Canyon Dam,U S Bureau of Reclamation,2518,AZ,MTN,WECC,22,1,Electric Utility,HY,WAT,HYC,WALC,
154,FALSE,Null,Hoover Dam (NV),U S Bureau of Reclamation,2518,NV,MTN,WECC,22,1,Electric Utility,HY,WAT,HYC,WALC,
160,FALSE,Null,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,22,1,Electric Utility,GT,DFO,DFO,WALC,barrels
160,FALSE,Null,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,22,1,Electric Utility,GT,NG,NG,WALC,mcf
160,FALSE,Null,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,22,1,Electric Utility,ST,BIT,COL,WALC,short tons
160,FALSE,Null,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,22,1,Electric Utility,ST,NG,NG,WALC,mcf
160,FALSE,Null,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,22,1,Electric Utility,ST,SUB,COL,WALC,short tons
165,FALSE,Null,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,22,1,Electric Utility,CA,NG,NG,SWPP,mcf
165,FALSE,Null,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,22,1,Electric Utility,CT,NG,NG,SWPP,mcf
165,FALSE,Null,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,22,1,Electric Utility,ST,NG,NG,SWPP,mcf
165,FALSE,Null,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
187,FALSE,Null,Degray,USCE -Vickburg District,19406,AR,WSC,SERC,22,1,Electric Utility,HY,WAT,HYC,MISO,
187,FALSE,Null,Degray,USCE -Vickburg District,19406,AR,WSC,SERC,22,1,Electric Utility,PS,WAT,HPS,MISO,megawatthours
204,FALSE,1,Clinton Power Station,Constellation Nuclear,55951,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,MISO,
210,FALSE,1,Wolf Creek Generating Station,Wolf Creek Nuclear Optg Corp,20893,KS,WNC,MRO,22,1,Electric Utility,ST,NUC,NUC,SWPP,
219,FALSE,Null,Belden,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
223,FALSE,Null,Caribou 2,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
239,FALSE,Null,Electra,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
240,FALSE,Null,Haas,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
246,FALSE,Null,Humboldt Bay,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,IC,DFO,DFO,CISO,barrels
246,FALSE,Null,Humboldt Bay,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,IC,NG,NG,CISO,mcf
246,FALSE,Null,Humboldt Bay,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,IC,OBG,ORW,CISO,Mcf
249,FALSE,Null,James B Black,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
260,FALSE,Null,Dynegy Moss Landing Power Plant Hybrid,Dynegy -Moss Landing LLC,54802,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,BA,MWH,OTH,CISO,megawatthours
260,FALSE,Null,Dynegy Moss Landing Power Plant Hybrid,Dynegy -Moss Landing LLC,54802,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,CA,NG,NG,CISO,mcf
260,FALSE,Null,Dynegy Moss Landing Power Plant Hybrid,Dynegy -Moss Landing LLC,54802,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,CT,NG,NG,CISO,mcf
267,FALSE,Null,Pit 4,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
268,FALSE,Null,Pit 5,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
270,FALSE,Null,Pit 7,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
272,FALSE,Null,Poe,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
275,FALSE,Null,Rock Creek,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
286,FALSE,Null,Geysers Unit 5-20,Geysers Power Co LLC,7160,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,GEO,GEO,CISO,
298,FALSE,Null,Limestone,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,LIG,COL,ERCO,short tons
298,FALSE,Null,Limestone,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,NG,NG,ERCO,mcf
298,FALSE,Null,Limestone,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,PC,PC,ERCO,short tons
298,FALSE,Null,Limestone,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,ERCO,short tons
315,FALSE,Null,AES Alamitos LLC,AES Alamitos LLC,22148,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,CISO,mcf
319,FALSE,Null,Big Creek 3,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
320,FALSE,Null,Big Creek 4,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
322,FALSE,Null,Big Creek 2A,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
335,FALSE,Null,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,CISO,mcf
344,FALSE,Null,Mammoth Pool,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
350,FALSE,Null,Ormond Beach,"Ormond Beach Power, LLC",63843,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,CISO,mcf
356,FALSE,Null,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,CISO,mcf
358,FALSE,Null,Mountainview Generating Station,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,CISO,mcf
358,FALSE,Null,Mountainview Generating Station,Southern California Edison Co,17609,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,CISO,mcf
371,FALSE,2,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,1,Electric Utility,ST,NUC,NUC,BPAT,
377,FALSE,Null,Grayson,City of Glendale - (CA),7294,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,LDWP,mcf
377,FALSE,Null,Grayson,City of Glendale - (CA),7294,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,LDWP,mcf
377,FALSE,Null,Grayson,City of Glendale - (CA),7294,CA,PACC,WECC,22,1,Electric Utility,GT,NG,NG,LDWP,mcf
377,FALSE,Null,Grayson,City of Glendale - (CA),7294,CA,PACC,WECC,22,1,Electric Utility,ST,LFG,MLG,LDWP,mcf
377,FALSE,Null,Grayson,City of Glendale - (CA),7294,CA,PACC,WECC,22,1,Electric Utility,ST,NG,NG,LDWP,mcf
380,FALSE,Null,Dion R Holm,City & County of San Francisco,16612,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
381,FALSE,Null,Moccasin,City & County of San Francisco,16612,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
382,FALSE,Null,R C Kirkwood,City & County of San Francisco,16612,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
384,FALSE,Null,Joliet 29,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,PJM,mcf
384,FALSE,Null,Joliet 29,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,PJM,short tons
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,BA,MWH,OTH,IID,megawatthours
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,CA,DFO,DFO,IID,barrels
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,IID,mcf
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,CT,DFO,DFO,IID,barrels
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,IID,mcf
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,ST,NG,NG,IID,mcf
389,FALSE,Null,El Centro Hybrid,Imperial Irrigation District,9216,CA,PACC,WECC,22,1,Electric Utility,ST,RFO,RFO,IID,barrels
392,FALSE,Null,Castaic,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,LDWP,
392,FALSE,Null,Castaic,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,LDWP,megawatthours
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,DFO,DFO,LDWP,barrels
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,LDWP,mcf
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,OBG,ORW,LDWP,Mcf
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,DFO,DFO,LDWP,barrels
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,LDWP,mcf
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,OBG,ORW,LDWP,Mcf
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,DFO,DFO,LDWP,barrels
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,NG,NG,LDWP,mcf
399,FALSE,Null,Harbor,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,OBG,ORW,LDWP,Mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,DFO,DFO,LDWP,barrels
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,LDWP,mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,OBG,ORW,LDWP,Mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,DFO,DFO,LDWP,barrels
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,LDWP,mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,OBG,ORW,LDWP,Mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,NG,NG,LDWP,mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,OBG,ORW,LDWP,Mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,ST,NG,NG,LDWP,mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,ST,OBG,ORW,LDWP,Mcf
400,FALSE,Null,Haynes,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,ST,RFO,RFO,LDWP,barrels
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,LDWP,mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,OG,OOG,LDWP,mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,LDWP,mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,OG,OOG,LDWP,mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,NG,NG,LDWP,mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,OBG,ORW,LDWP,Mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,ST,NG,NG,LDWP,mcf
404,FALSE,Null,Scattergood,Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,ST,OBG,ORW,LDWP,Mcf
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,DFO,DFO,LDWP,barrels
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,NG,NG,LDWP,mcf
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CA,OBG,ORW,LDWP,Mcf
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,DFO,DFO,LDWP,barrels
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,NG,NG,LDWP,mcf
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,CT,OBG,ORW,LDWP,Mcf
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,DFO,DFO,LDWP,barrels
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,NG,NG,LDWP,mcf
408,FALSE,Null,Valley (CA),Los Angeles Department of Water & Power,11208,CA,PACC,WECC,22,1,Electric Utility,GT,OBG,ORW,LDWP,Mcf
425,FALSE,Null,Middle Fork,Placer County Water Agency,15127,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
430,FALSE,Null,Camino,Sacramento Municipal Util Dist,16534,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
431,FALSE,Null,Jaybird,Sacramento Municipal Util Dist,16534,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
435,FALSE,Null,White Rock/Slab Creek,Sacramento Municipal Util Dist,16534,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
436,FALSE,Null,Devil Canyon,California Dept. of Water Resources,3255,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
437,FALSE,Null,Edward C Hyatt,California Dept. of Water Resources,3255,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
437,FALSE,Null,Edward C Hyatt,California Dept. of Water Resources,3255,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,CISO,megawatthours
438,FALSE,Null,Thermalito,California Dept. of Water Resources,3255,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,CISO,
438,FALSE,Null,Thermalito,California Dept. of Water Resources,3255,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,CISO,megawatthours
439,FALSE,Null,Don Pedro,Turlock Irrigation District,19281,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,TIDC,
441,FALSE,Null,Folsom,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
442,FALSE,Null,Judge F Carr,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
443,FALSE,Null,Keswick,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
445,FALSE,Null,Shasta,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
446,FALSE,Null,ONeill,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,CISO,megawatthours
447,FALSE,Null,Parker Dam,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,WALC,
448,FALSE,Null,W R Gianelli,California Dept. of Water Resources,3255,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,CISO,megawatthours
