plant_id,total_fuel_consumption_quantity,total_elec_consumption,total_fuel_consumption_MMBtu,total_elec_consumption_MMBtu,net_gen_MWh
8837,0,0,0,0,0
8837,0,0,0,0,0
8837,0,0,0,0,0
8838,0,0,0,0,0
8838,0,0,0,0,0
8841,0,0,0,0,0
8841,0,0,0,0,0
8841,0,0,0,0,0
8843,0,0,0,0,0
8843,0,0,0,0,0
8843,0,0,0,0,0
8845,0,0,0,0,0
8845,0,0,0,0,0
8845,0,0,0,0,0
8846,0,0,0,0,0
8846,0,0,0,0,0
8846,0,0,0,0,0
8847,0,0,0,0,0
8847,0,0,0,0,0
8848,0,0,0,0,0
8850,0,0,0,0,0
8851,0,0,0,0,0
8851,0,0,0,0,0
8852,0,0,0,0,0
8852,0,0,0,0,0
8853,0,0,0,0,0
8853,0,0,0,0,0
8857,0,0,0,0,0
8858,0,0,0,0,0
8865,0,0,0,0,0
8866,0,0,0,0,0
8866,0,0,0,0,0
8867,0,0,0,0,0
8867,0,0,0,0,0
8868,0,0,0,0,0
8899,0,0,0,0,0
8899,0,0,0,0,0
8902,0,0,4980026,4980026,1459562
10003,0,0,0,0,0
10003,0,0,0,0,0
10003,3771525,751660,4014233,799578,137274
10003,0,0,0,0,0
10004,0,0,531440,531440,155756
10008,0,0,0,0,0
10008,286135,111226,298694,116109,20418
10013,213909,213909,1655189,1655189,88554
10013,136765,136765,2023042,2023042,108234
10013,32722,32722,35995,35995,1910
10017,17197,2080,429925,51977,13015
10017,637322,76958,7138007,861918,215833
10017,743,88,4386,515,129
10017,5747220,691974,6034583,726571,181940
10017,0,0,0,0,0
10017,283,32,1783,203,51
10017,67362,8152,282919,34239,8573
10017,269437,32602,2586595,312976,78372
10025,0,0,0,0,0
10025,0,0,0,0,0
10025,567,164,3295,956,134
10025,6691911,2010489,6918458,2078327,291493
10025,0,0,0,0,0
10026,7214,7214,7214,7214,663
10026,248792,248792,149275,149275,13693
10029,0,0,7926,7926,2323
10029,0,0,0,0,0
10029,0,0,0,0,0
10029,0,0,0,0,0
10030,24473,24473,25382,25382,9358
10030,0,0,0,0,0
10030,0,0,0,0,0
10030,570191,445502,591108,461845,55347
10030,0,0,0,0,0
10030,317,215,1842,1244,171
10030,0,0,0,0,0
10030,256952,174692,266320,181061,24941
10042,319029,319029,350932,350932,21025
10050,3139,0,3139,0,0
10050,6526,0,4245,0,0
10058,29042,29042,168443,168443,2809
10058,0,0,0,0,0
10062,36800,36800,282329,282329,11093
10062,23529,23529,345076,345076,13558
10062,21823,21823,21823,21823,855
10093,2707,1050,15627,6061,1305
10093,0,0,0,0,0
10093,0,0,0,0,0
10093,0,0,0,0,0
10093,396407,154970,1894800,740773,159574
10108,0,0,0,0,0
10108,318610,172248,324983,175692,27291
10118,168199,44904,1151355,307601,47163
10118,107540,28711,1407201,375954,57643
10118,88344,23419,88344,23419,3593
10122,219,60,1222,331,74
10122,473350,132457,449684,125834,28191
10123,431,131,2543,770,190
10123,648654,202236,648654,202236,49788
10129,1155,677,6550,3832,617
10129,232357,135924,232357,135924,21911
10167,20370,7537,20483,7578,666
10167,112014,41373,134123,49499,4352
10167,14017,5219,378459,140923,12391
10173,0,0,4955,4955,1452
10175,411984,237614,424345,244742,26701
10175,36,36,204,204,12
10180,0,0,0,0,0
10180,1015315,529800,595647,310802,36924
10180,0,0,0,0,0
10180,23752,14264,13967,8390,1010
10181,0,0,15032,15032,4406
10194,0,0,0,0,0
10194,0,0,0,0,0
10195,1794101,828732,1973510,911606,160306
10198,0,0,0,0,0
10198,0,0,0,0,0
10198,0,0,0,0,-71713
10202,32412,5092,834985,131194,26586
10202,772598,121742,8846249,1393934,282470
10202,28496,4484,171262,26945,5460
10202,4131491,651463,4379381,690549,139935
10202,351499,55396,3233792,509632,103273
10204,0,0,0,0,0
10204,0,0,627654,627654,183955
10206,0,0,0,0,0
10206,678571,301593,685358,304608,46005
10206,0,0,0,0,0
10208,326,39,7710,912,223
10208,458631,51511,5514836,619297,151641
10208,5081868,572580,5234325,589758,144408
10208,27975,3159,186539,21075,5160
10208,3349,389,10157,1184,290
10208,0,0,0,0,0
10208,297610,33402,2907806,325795,79774
10213,0,0,0,0,64224
10213,528681,31531,454095,27452,2412
10213,13344772,12580287,13788872,12996749,1088023
10213,0,0,0,0,0
10224,0,0,415,415,122
10224,1455,196,8468,1141,261
10224,1690700,178060,1741422,183401,41926
10233,1070797,139286,13011643,1691379,333224
10233,349128,50517,359604,52032,10251
10233,145414,19230,2982442,394414,77705
10244,0,0,0,0,0
10244,408436,48523,4896738,581757,122536
10244,24628,3096,144813,18202,3845
10244,4391153,530378,4703486,568136,119965
10244,9867,1239,309712,38921,8239
10244,155118,18664,1464793,175775,37057
10252,0,0,0,0,0
10252,0,0,0,0,0
10252,3050119,412546,3133287,424054,84188
10252,3615,630,41047,7161,1427
10252,0,0,0,0,0
10252,15193,2446,73707,11860,2354
10252,146254,22754,1276919,199927,39646
10262,460708,31357,478157,32574,6969
10262,156934,42300,162680,43837,8856
10279,0,0,45861,45861,13441
10282,0,0,34311,34311,10056
10286,0,0,18643,18643,5464
10294,0,0,0,0,17249
10294,566853,427055,586084,441547,39132
10298,30170299,7535474,30744091,7679236,1953134
10298,4780709,1160097,4780709,1160097,295051
10300,34141,34141,34400,34400,1958
10300,0,0,0,0,0
10300,0,0,0,0,0
10300,231770,231770,3476550,3476550,199948
10302,0,0,0,0,0
10302,0,0,0,0,0
10328,255143,146126,268235,153625,25151
10328,224335,165418,235461,173623,28425
10328,4331083,1172120,4543075,1229444,191317
10334,0,0,0,0,0
10334,16013,16013,93676,93676,4622
10334,374493,374493,2900822,2900822,145453
10334,239434,239434,3545417,3545417,177775
10339,68682,68682,75552,75552,6955
10339,260008,260003,138066,138066,13081
10342,0,0,0,0,144214
10342,6013273,3730213,6285275,3897533,480012
10349,163767,119251,163575,119109,15369
10360,3497500,981742,3674782,1031561,216652
10362,0,0,0,0,0
10362,0,0,0,0,0
10362,6903292,2828964,7171202,2938445,363888
10362,21155,8744,371076,153355,18991
10398,28773726,6021985,3008155,629872,99688
10398,1353999,263895,1431623,279118,44175
10398,0,0,0,0,0
10413,0,0,73440,73440,21524
10416,5070815,2260839,5172232,2306054,443773
10416,5682240,222511,5797249,227000,43238
10416,487223,19600,7308,294,56
10416,0,0,0,0,0
10416,15,0,60,1,0
10417,0,0,0,0,0
10417,1107152,0,1143689,0,0
10427,2760026,2760026,2857517,2857517,246430
10430,0,0,0,0,0
10430,0,0,0,0,0
10430,1388457,148551,1457879,155979,40229
10430,149946,15760,112462,11820,3049
10430,0,0,0,0,0
10430,0,0,0,0,0
10434,0,0,1337028,1337028,391861
10435,0,0,0,0,0
10435,239865,239865,1627964,1627964,77742
10435,153359,153359,1989706,1989706,95017
10435,0,0,0,0,0
10444,0,0,343998,343998,100820
10446,0,0,0,0,0
10446,0,0,372513,372513,109177
10464,0,0,0,0,0
10464,368,368,2133,2133,105
10464,0,0,0,0,0
10464,0,0,0,0,0
10464,675,675,17921,17921,877
10464,134070,134070,1407736,1407736,70745
10472,0,0,0,0,0
10472,6292643,6292643,2148225,2148225,164119
10472,0,0,0,0,0
10475,0,0,0,0,38602
10475,0,0,0,0,5868
10486,517739,71195,6176629,849358,205956
10486,1943573,268951,1982447,274328,66603
10486,11368,1561,118511,16257,3938
10486,131007,18022,1336272,183829,44572
10487,0,0,148254,148254,43451
10495,66107,12315,1295010,241003,43205
10495,458667,86490,5274673,994640,180130
10495,0,0,0,0,0
10495,58840,10562,343036,61571,10850
10495,10990,2019,46160,8477,1493
10495,90089,16939,2702670,508197,91080
10495,282949,53559,2405068,455247,82308
10496,2340967,1122230,2411196,1155897,195429
10503,86038,86038,660095,660095,28268
10503,55009,55009,806782,806782,34550
10503,1011,1011,1011,1011,42
10521,640,26,3712,149,25
10521,327650,46717,327650,46717,7968
10521,0,0,0,0,0
10521,1409470,668423,1409470,668423,114016
10525,0,0,0,0,0
10525,114781,114781,1569885,1569885,103365
10525,412673,412673,3181107,3181107,206298
10525,0,0,0,0,0
10548,0,0,0,0,0
10548,0,0,0,0,0
10548,388286,232697,400551,240039,26230
10550,0,0,9921,9921,2908
10554,155830,155830,159588,159588,648897
10554,20650,10571,5576,2855,3878
10554,36497880,21434488,37386582,21957376,3815333
10554,787168,461867,212534,124704,21870
10566,0,0,0,0,0
10566,0,0,0,0,0
10567,0,0,0,0,3
10567,0,0,0,0,2756
10567,657,333,3764,1909,333
10567,1347475,677300,1385605,696456,112727
10605,1159108,79600,13804977,948023,222341
10605,0,0,0,0,0
10605,5037399,358256,5173410,367930,86287
10605,75986,5001,477721,31444,7375
10605,41508,3888,1286748,120560,28268
10605,253023,15359,2213951,134393,31517
10606,0,0,0,0,0
10606,0,0,0,0,0
10606,1236806,32697,1266202,33478,6407
10606,0,0,0,0,0
10606,0,0,0,0,0
10606,0,0,0,0,0
10623,78309,0,80893,0,0
10623,0,0,0,0,0
10623,0,0,0,0,0
10629,377466,219921,2895920,1687223,131069
10629,241329,140604,3539489,2062182,160198
10633,0,0,0,0,68
10633,0,0,0,0,223910
10633,478,453,2633,2493,211
10633,8664302,7806367,9036867,8142040,687931
10642,5022,5022,29528,29528,1256
10642,560403,560403,4134093,4134093,224048
10642,358293,358293,5052777,5052777,273837
10642,0,0,0,0,0
10643,0,0,0,0,0
10643,580643,580643,4283403,4283403,197129
10643,371232,371232,5235298,5235298,240937
10646,6771,6771,39443,39443,1821
10646,150048,150048,1106904,1106904,50589
10646,95932,95932,1352893,1352893,61831
10649,430408,368119,447624,382843,47775
10650,239583,187937,249168,195453,24812
10656,0,0,16928,16928,4961
10671,0,0,0,0,0
10671,755986,755986,758327,758327,60751
10671,0,0,0,0,0
10671,358108,358108,5863867,5863867,466039
10671,10856,10856,346284,346284,27517
10671,0,0,0,0,0
10678,359698,272015,7840195,5929059,656445
10678,3326,2368,19560,13924,1609
10678,0,0,0,0,0
10684,539976,46542,11894021,1024781,208862
10684,2077248,175155,2134502,180005,35948
10684,0,0,0,0,0
10692,33872664,12655867,34527712,12900998,2630866
10693,0,0,0,0,0
10693,44,28,258,167,20
10693,0,0,0,0,0
10693,0,0,0,0,0
10693,1988,342,11631,2003,185
10693,0,0,0,0,0
10693,0,0,0,0,0
10693,22715,4150,231693,42320,2672
10694,0,0,24576,24576,7203
10699,0,0,0,0,0
10699,846154,122019,10238464,1476443,175076
10699,5608,818,31573,4604,555
10699,1923098,268896,1980791,276962,32295
10699,0,0,0,0,0
10699,447153,65429,4337384,634661,75802
10745,1397425,1397425,1465748,1465748,2127062
10745,84584792,69752547,88685052,73133950,7628620
10745,0,0,0,0,0
10746,750726,750726,5150610,5150610,257367
10746,479976,479976,6294978,6294978,314549
10746,2958,2958,3085,3085,154
10761,0,0,0,0,76758
10761,2913970,2913970,3043241,3043241,262938
10765,0,0,0,0,0
10765,0,0,0,0,0
10776,55176,55176,57337,57337,5687
10789,979170,587729,994488,597318,221787
10789,2171074,89137,748239,30720,5636
10789,24871659,11922595,25261591,12109847,2098038
10789,0,0,0,0,0
10795,0,0,0,0,0
10795,721,0,4240,0,0
10795,556770,0,573664,0,0
10798,0,0,66497,66497,19489
10801,0,0,0,0,0
10823,4258,1467,24142,8320,2032
10823,0,0,16378,16378,4800
10823,0,0,2140,2140,628
10823,7179,853,40706,4841,1170
10823,1570628,178929,954943,108789,26289
10823,0,0,1720,1720,504
10860,3375,912,71476,19329,2892
10860,116676,30054,1812020,467822,71298
10860,0,0,0,0,0
10860,926375,238859,16281915,4197682,638882
10860,0,0,0,0,0
10860,0,0,0,0,0
10864,3547010,1219819,3547010,1219819,303882
10864,116881,20640,2519654,445050,80165
10864,17000,2910,17000,2910,519
10864,0,0,0,0,0
10864,1044847,179751,18049675,3103849,557617
10865,849176,143201,18257288,3078828,512431
10865,69547,11533,69547,11533,1897
10865,750406,128568,12991577,2225814,371566
10865,0,0,0,0,0
10865,0,0,0,0,0
10873,0,0,1452615,1452615,425737
10874,0,0,1241795,1241795,363949
10884,0,0,0,0,0
10884,264107,63143,273086,65290,14480
10903,0,0,0,0,0
50002,0,0,0,0,67
50002,0,0,0,0,6180
50002,439,373,2544,2160,166
50002,187460,179430,192945,184681,13570
50003,398065,330462,413988,343680,43797
50006,0,0,0,0,2107
50006,5122591,5122591,5338556,5338556,1467247
50006,0,0,0,0,6998
50006,44,44,192,192,110
50006,13615,9220,83868,56795,7249
50006,46125291,27505321,48066485,28662956,4137825
50006,253198,174259,258411,177849,22349
50006,816,534,3558,2329,306
50035,41760,41760,320398,320398,5167
50035,26701,26701,391597,391597,6316
50035,8867,8867,8867,8867,143
50041,0,0,0,0,0
50041,81435,0,83878,0,0
50043,1037524,1020440,1068649,1051053,397806
50043,2981682,378857,906431,115172,20928
50043,16492389,8366893,16987161,8617898,1310046
50043,0,0,0,0,0
50049,2799,2799,15398,15398,811
50049,177291,177291,2340240,2340240,119148
50051,445,445,2626,2626,153
50051,5311,5311,43883,43883,2038
50051,3396,3396,53635,53635,2491
50051,0,0,0,0,0
50061,0,0,0,0,0
50061,789601,395839,789601,395839,56644
50061,0,0,4914,4914,1440
50066,0,0,1613676,1613676,472942
50071,348948,348948,2831714,2831714,148797
50071,223096,223096,3460851,3460851,181856
50071,18500,18500,18946,18946,984
50080,0,0,92765,92765,27188
50088,3992,640,86599,13945,1799
50088,104,20,611,115,16
50088,678897,130604,678897,130604,18901
50088,3770,583,102598,15826,1992
50094,43,19,253,110,9
50094,1506,722,1561,747,83
50099,52076,8015,442647,68139,13036
50115,4346508,1513641,4539607,1580636,318746
50119,2116612,457556,2225262,481065,105016
50119,4656512,1008681,5577331,1208526,263742
50121,283551,283551,283551,283551,19659
50121,578956,578956,636853,636853,44156
50121,19701,19701,669327,669327,46404
50121,0,0,19,19,6
50134,6855692,3513686,7061363,3619096,574366
50152,1377214,931972,1432303,969251,232525
50152,1795866,80389,1230167,55066,11620
50152,22176912,7474985,23063989,7773985,1612472
50152,0,0,0,0,0
50153,0,0,0,0,0
50153,0,0,252143,252143,73899
50170,330249,122139,342735,126759,24008
50177,0,0,11899,11899,3487
50184,0,0,0,0,0
50184,925248,127774,11380551,1571634,373102
50184,10329,1447,58539,8201,1947
50184,1464123,206140,1464123,206140,48937
50184,483137,56377,4058350,473567,112423
50187,756159,65981,8166519,712595,140070
50187,0,0,0,0,0
50187,3600955,320613,3600955,320613,63021
50187,18256,1719,105885,9970,1960
50187,35583,3191,491044,44039,8656
50187,75156,6682,1382870,122920,24162
50187,171794,15299,2920498,260105,51127
50188,603830,71470,6823280,807613,165361
50188,0,0,0,0,0
50188,1336568,149248,1381131,154227,31578
50188,0,0,0,0,0
50188,0,0,0,0,0
50192,0,0,0,0,0
50192,225459,36022,2480049,396241,56905
50192,0,0,0,0,0
50192,5853093,970725,5853093,970725,139407
50192,159792,26319,2716464,447427,64256
50192,0,0,0,0,0
50192,0,0,0,0,0
50192,596030,85137,6556330,936505,134492
50205,0,0,0,0,0
50205,0,0,153447,153447,44973
50215,0,0,0,0,0
50215,276983,276983,1838938,1838938,113541
50215,177084,177084,2247640,2247640,138776
50215,48531,48531,48531,48531,2974
50216,3853699,636814,3975524,655941,119192
50216,1057212,98764,1130392,106078,22323
50216,0,0,0,0,1209
50216,20202283,9678160,20849393,9988221,1814976
50216,3685330,1785406,3921963,1901530,342483
50216,78866,39155,343542,170561,29784
50224,13778,6648,13778,6648,799
50224,145822,69821,87492,41893,5034
50224,0,0,0,0,0
50225,106137,106137,782991,782991,36153
50225,67861,67861,956996,956996,44188
50225,16938,16938,16938,16938,784
50240,0,0,0,0,0
50240,19552,5956,435311,132642,25398
50240,0,0,0,0,0
50240,2095566,587690,2195877,615428,118239
50240,0,0,0,0,0
50241,0,0,0,0,0
50241,0,0,0,0,0
50243,0,0,0,0,0
50243,1338,1338,7640,7640,637
50243,144736,144736,150587,150587,12159
50243,0,0,0,0,0
50244,77448,7028,2169106,196816,35764
50244,268301,24345,2683010,243442,44236
50244,82392,7572,479275,44048,8004
50244,0,0,0,0,0
50244,1084249,98624,1118945,101779,18495
50244,0,0,0,0,0
50244,11112,1009,100230,9104,1654
50254,0,0,0,0,0
50254,59786,5085,1530522,130232,28088
50254,489937,41687,5928237,504407,108787
50254,1466,124,9235,780,168
50254,989596,84359,989596,84359,18194
50254,3100,262,19532,1647,355
50254,113404,9660,986616,84042,18125
50274,0,0,0,0,0
50274,0,0,247080,247080,72415
50279,63245,63245,31545,31545,2993
50279,850537,850537,879496,879496,84489
50279,0,0,0,0,0
50279,164324,164324,82917,82917,5391
50279,313605,313605,324279,324279,19169
50290,505,505,2930,2930,160
50290,647725,647725,4778267,4778267,264490
50290,414120,414120,5840121,5840121,323266
50290,111277,111277,111277,111277,6164
50296,44,4,1056,99,20
50296,1142704,105710,13712448,1268540,253489
50296,5138,458,29801,2663,532
50296,3378222,311364,3484739,321267,64198
50296,0,0,0,0,0
50296,612724,56608,5269426,486842,97285
50299,31127,31127,32625,32625,3090
50300,27638,27638,0,0,-3784
50300,0,0,0,0,0
50304,14538577,12749740,14817178,12994041,1142501
50304,1361262,1193520,1089010,954815,83952
50304,0,0,830354,830354,243363
50305,0,0,0,0,0
50305,1479992,332099,1568791,352027,29141
50305,0,0,0,0,0
50305,0,0,0,0,0
50305,279947,63806,8409608,1916746,158572
50305,0,0,0,0,0
50305,0,0,0,0,0
50307,17,0,100,0,0
50307,0,0,0,0,0
50307,59502,0,63311,0,0
50310,422,422,429,429,1
50316,0,0,0,0,0
50316,0,0,0,0,0
50316,637802,48920,637802,48920,8620
50359,0,0,0,0,0
50359,0,0,0,0,0
50366,523084,183945,546724,192229,35336
50366,0,0,0,0,0
50366,371,183,2173,1067,209
50366,0,0,0,0,0
50366,160,40,939,239,43
50366,1190203,273373,1248291,286791,51659
50366,0,0,0,0,0
50388,0,0,0,0,0
50388,0,0,0,0,0
50388,0,0,14187,14187,3369
50395,0,0,73396,73396,21511
50395,0,0,0,0,0
50395,91124,30177,1011655,335032,75007
50395,926572,306861,953443,315759,70903
50397,110264,19540,2866864,507987,90072
50397,537567,94935,6343291,1120217,198628
50397,0,0,0,0,0
50397,2636356,463503,2741810,482042,85472
50397,5889,1055,37866,6776,1202
50397,31164,5508,146473,25883,4589
50397,103407,18259,977196,172536,30593
50398,0,0,0,0,0
50398,1015238,196706,12314837,2386023,386362
50398,0,0,0,0,0
50398,6118952,1176809,6424899,1235652,200085
50398,0,0,0,0,0
50398,148651,28850,1221911,237144,38400
50404,0,0,121653,121653,25842
50406,668668,87910,7736490,1017120,212186
50406,3908,517,22862,3021,630
50406,881306,119923,918209,124921,26077
50406,10089,1335,20785,2749,573
50406,50753,6682,321521,42330,8818
50406,44035,5869,193313,25763,5376
50406,39539,5249,1260820,167330,34931
50406,805304,107096,7094728,943518,196850
50409,0,0,37447,37447,10975
50411,0,0,0,0,0
50411,238531,123579,248072,128522,23369
50431,167,14,969,84,19
50431,1548340,292272,1697392,320317,71995
50431,0,0,0,0,0
50431,1686590,607016,1849174,665536,150093
50464,4578101,3221834,4774702,3359817,484219
50472,0,0,0,0,0
50472,500682,75074,3567562,535448,83449
50472,320108,47999,4360421,654445,101995
50472,452788,63807,452788,63807,9786
50474,0,0,0,0,0
50474,150175,14970,156181,15569,3559
50474,436104,48811,3436499,384641,87931
50474,0,0,0,0,0
50474,0,0,0,0,0
50479,0,0,969,969,284
50479,0,0,0,0,0
50479,36867,1776,442404,21310,4629
50479,0,0,0,0,0
50479,3113148,147256,3113148,147256,31985
50479,16230,759,139579,6520,1416
50479,140820,6675,1188522,56341,12237
50481,615651,84596,15796467,2170466,398981
50481,20015708,2767206,20582379,2845367,523042
50481,2759001,383161,424887,59007,10847
50481,819,108,19298,2586,475
50481,138201,19069,302365,41637,7654
50482,2271121,246183,17260519,1870984,269013
50482,4548,534,28196,3314,477
50482,26451,3117,26451,3117,448
50488,0,0,10963,10963,2356
50489,21190399,6237271,22038015,6486760,1528960
50489,4167588,774103,4334292,805067,174422
50489,2351514,458240,736639,143609,31662
50491,6701786,2483562,7339474,2720320,635471
50491,934069,342514,378431,136847,31968
50492,0,0,0,0,0
50492,0,0,0,0,0
50492,529216,241733,330093,150785,27927
50509,0,0,807294,807294,236604
50530,207289,75871,214515,78512,13981
50530,4009398,1450979,4693005,1697224,302237
50530,103634,25486,107649,26445,4661
50530,260211,64842,311496,78028,13753
50533,0,0,604804,604804,177258
50537,0,0,0,0,0
50537,445071,168640,459961,174267,27275
50540,0,0,0,0,0
50540,0,0,0,0,0
50558,94471,94471,100575,100575,153338
50558,5035761,5035761,5364589,5364589,490797
50560,0,0,0,0,0
50560,168644,168644,2051866,2051866,132757
50569,0,0,0,0,0
50569,0,0,0,0,0
50577,3034410,3034410,1483482,1483482,84764
50612,346631,281194,360496,292441,36889
50614,0,0,60942,60942,17861
50614,65872,9637,1463765,214271,40510
50614,211933,31011,1733635,253590,47968
50614,0,0,0,0,0
50614,167845,24582,173217,25368,4799
50614,9294,1437,58102,8979,1704
50614,11217,1619,51823,7446,1418
50614,22310,3224,172958,24945,4751
50621,0,0,0,0,0
50621,351117,94062,364459,97635,18139
50621,0,0,0,0,0
50621,8762,2840,9095,2947,674
50621,0,0,0,0,0
50621,130988,0,135965,0,0
50622,1526587,629279,1584336,653110,124671
50624,0,0,0,0,0
50624,1188999,370432,1256735,391559,77572
50624,0,0,10411,10411,3051
50625,22208834,22208834,22875099,22875099,3451073
50625,0,0,0,0,0
50625,18099089,7014685,18642061,7225125,635269
50625,7389378,2870264,4907223,1905478,167539
50627,0,0,0,0,0
50627,1724559,1280850,1556762,1144862,137388
50627,0,0,0,0,0
50627,112771434,6664378,11917311,399695,45310
50628,2596489,1001352,2710735,1045411,204180
50628,0,0,0,0,0
50628,0,0,0,0,0
50628,18,2,105,10,2
50628,0,0,0,0,0
50628,6881260,673630,6981192,682916,132020
50629,97665,97665,752769,752769,36639
50629,62441,62441,920035,920035,44781
50629,20300,20300,20909,20909,999
50630,71939,71939,477603,477603,21961
50630,45988,45988,583736,583736,26842
50630,24,24,24,24,1
50632,20306,20306,121836,121836,4637
50632,126256,126256,1005909,1005909,39865
50632,80725,80725,1229470,1229470,48725
50633,0,0,427371,427371,125255
50637,981534,93557,11661876,1111439,241923
50637,0,0,0,0,0
50637,2350944,229377,2410716,235213,51201
50637,0,0,0,0,0
50637,253798,24325,4311012,413181,89940
50639,0,0,48137,48137,14108
50639,881930,133202,9401374,1419936,303725
50639,7790,1197,45481,6989,1495
50639,1718576,253670,1735762,256207,54803
50639,37891,5704,112915,16993,3635
50639,256916,38702,2379042,358377,76657
50647,422631,16411,3415906,132443,0
50647,270208,10492,4175023,161876,0
50647,65950,2599,65950,2599,0
50648,134841,134841,895278,895278,46682
50648,86212,86212,1094226,1094226,57055
50648,0,0,0,0,0
50649,3048,3048,17984,17984,817
50649,156276,156276,1119936,1119936,52799
50649,99913,99913,1368781,1368781,64531
50656,208068,208068,1534918,1534918,87433
50656,133025,133025,1876009,1876009,106862
50656,4209,4209,10527,10527,596
50657,269261,269261,2098324,2098324,107049
50657,172148,172148,2564614,2564614,130837
50657,53452,53452,55378,55378,2740
50658,712729,712729,5257803,5257803,307673
50658,455679,455679,6426169,6426169,376042
50658,108008,108008,108008,108008,6312
50660,137993,1150,1068908,8915,-7401
50660,88227,736,1306419,10896,-9045
50660,182236,778,182236,778,-1485
50661,2900,2900,16820,16820,1018
50661,376543,376543,2499926,2499926,152254
50661,240740,240740,3055555,3055555,186093
50662,220011,220011,1787649,1787649,100905
50662,140666,140666,2184875,2184875,123327
50662,11044,11044,11375,11375,639
50663,213589,213589,1543951,1543951,67498
50663,136558,136558,1887046,1887046,82497
50666,208629,208629,1585561,1585561,83357
50666,133381,133381,1937890,1937890,101880
50666,9108,9108,9108,9108,472
50674,55350,55350,56792,56792,5651
50707,725,725,795,795,211285
50707,8921845,8921845,9803356,9803356,838988
50711,0,0,0,0,-225
50711,11163,1690,63295,9581,1520
50711,0,0,0,0,0
50711,7265,1043,7265,1043,156
50711,110930,26586,1663950,398771,67105
50711,0,0,0,0,0
50733,170265725,44365863,14286821,3724315,643128
50733,12152479,3169203,12759399,3326906,574498
50733,0,0,0,0,0
50733,1198,315,7522,1979,342
50751,933667,409853,973713,427383,81682
50752,4799185,2461093,4943159,2534926,427380
50806,32911,4232,816194,104934,21560
50806,600291,78146,7599685,989331,203265
50806,706815,91284,728020,94024,19318
50806,9532,1210,60053,7628,1567
50806,657548,85836,5523402,721030,148140
50813,2497,898,65421,23523,1981
50813,359014,138529,4128666,1593087,134612
50813,0,0,0,0,0
50813,1831968,711854,1831968,711854,60169
50813,130,47,753,273,23
50813,333287,128044,2999583,1152390,97355
50815,704266,704266,715023,715023,658938
50815,38528600,18205532,39120894,18486161,2988659
50835,107737,92460,2614350,2241071,204803
50835,703946,592053,739142,621656,56810
50835,0,0,0,0,0
50835,0,0,0,0,0
50835,8307,7162,218225,188135,17193
50835,57289,48577,502426,426042,38934
50837,165876,121879,1314401,950276,48827
50837,106052,77920,1606460,1161431,59676
50837,302139,228278,314225,237408,12205
50849,0,0,0,0,0
50849,285472,85187,298618,89133,16458
50849,0,0,0,0,0
50849,1666114,825399,1743154,863535,151727
50851,0,0,0,0,124
50851,0,0,0,0,0
50851,5037,3444,5199,3554,358
50858,300414,300414,2299270,2299270,96601
50858,192065,192065,2810244,2810244,118069
50858,0,0,0,0,0
50859,228482,228482,1828384,1828384,83728
50859,146083,146083,2234672,2234672,102333
50859,6423,6423,16167,16167,744
50860,110776,110776,883441,883441,42012
50860,70821,70821,1079750,1079750,51348
50860,1364,1364,1407,1407,64
50865,2616270,1382156,2747083,1451263,203562
50873,109663,109663,841324,841324,41800
50873,70113,70113,1028324,1028324,51090
50875,179532,179532,1324392,1324392,61574
50875,114782,114782,1618731,1618731,75258
50877,264653,264653,2030419,2030419,107113
50877,169205,169205,2481656,2481656,130918
50877,0,0,0,0,0
50878,305205,305205,2341533,2341533,141291
50878,195129,195129,2861905,2861905,172691
50880,262556,262556,2014332,2014332,99595
50880,167863,167863,2462036,2462036,121731
50881,24103,24103,409751,409751,22648
50881,0,0,0,0,0
50881,283940,283940,4826980,4826980,265517
50882,427822,303946,3282249,2331868,179416
50882,273523,194325,4011718,2850118,219291
50882,0,0,0,0,0
50883,458069,458069,3514304,3514304,208275
50883,292864,292864,4295294,4295294,254561
50884,506485,506485,3969403,3969403,192713
50884,323817,323817,4851393,4851393,235533
50884,11,11,11,11,1
50885,106626,106626,818046,818046,36096
50885,68169,68169,999837,999837,44118
50886,145852,145852,1118992,1118992,56112
50886,93248,93248,1367659,1367659,68581
50887,503443,503443,3862415,3862415,201495
50887,321874,321874,4720787,4720787,246275
50888,0,0,0,0,0
50888,3842,3842,99892,99892,8452
50888,471488,471488,5901518,5901518,497210
50888,288,288,5184,5184,431
50888,8770,8770,33675,33675,2815
50900,122168,38291,3176368,995527,75208
50900,1078423,340337,12509705,3947891,295623
50900,1678,536,9724,3097,232
50900,7005653,2185973,7496047,2338991,174152
50900,35704,11295,226435,71630,5329
50900,536580,170233,4721904,1498038,112518
50903,0,0,0,0,0
50903,1364901,381028,1414038,394745,16833
50931,37,24,216,143,14
50931,10484566,6801468,157579,102146,9623
50931,273755,178206,7846920,5107762,481124
50933,0,0,25358,25358,7432
50933,0,0,0,0,0
50933,0,0,0,0,0
50933,2122335,0,2210780,0,-579
50933,0,0,0,0,0
50935,434,434,2525,2525,257
50935,255176,255176,267644,267644,27084
50949,0,0,0,0,27
50949,0,0,0,0,266093
50949,124,124,723,723,53
50949,6799138,6799138,6953573,6953573,515303
50949,670,670,3902,3902,274
50949,318609,318609,325480,325480,22792
50951,4954,4954,28817,28817,2459
