plant_id,total_fuel_consumption_quantity,total_elec_consumption,total_fuel_consumption_MMBtu,total_elec_consumption_MMBtu,net_gen_MWh
55690,0,0,0,0,36
55690,0,0,0,0,2102712
55690,137,137,796,796,63
55690,47041436,47041436,48777155,48777155,3888643
55694,6227613,6227613,6227613,6227613,851881
55694,10153938,10153938,10153938,10153938,1387922
55698,44268,44268,45781,45781,4050
55701,2955954,2955954,3136975,3136975,1454783
55701,20613877,20613877,21873808,21873808,1917363
55706,0,0,0,0,1785448
55706,33166021,33166021,35576726,35576726,3358969
55708,0,0,0,0,0
55708,409239,409239,4168878,4168878,249859
55710,0,0,0,0,0
55710,0,0,0,0,1516910
55710,0,0,0,0,0
55710,29599830,29599830,30715445,30715445,2963487
55714,409762,409762,419357,419357,1231706
55714,22162437,22162437,22716087,22716087,2146076
55719,0,0,909429,909429,266539
55736,11681821,11681821,12310604,12310604,4655091
55736,60665298,60665298,63945127,63945127,5878039
55742,0,0,155697,155697,45632
55748,165454,165454,171222,171222,47327
55748,1408611,1408611,1456072,1456072,132212
55769,0,0,46101,46101,13511
55801,1257651,1257651,1294122,1294122,2000179
55801,4146,1323,4297,1371,193
55801,41297552,40438224,42495181,41610933,3906874
55801,0,0,0,0,0
55803,0,0,19401,19401,5686
55805,0,0,53496,53496,15679
55807,37992,37992,39336,39336,3536
55821,0,0,0,0,0
55821,3781521,3781521,3866353,3866353,1321871
55821,0,0,0,0,0
55821,21175604,21175604,21640919,21640919,2224491
55824,33,33,190,190,17
55835,1136535,1136535,1216460,1216460,936019
55835,15989673,15989673,17116712,17116712,1448556
55841,1741640,1741640,1819868,1819868,967113
55841,16070110,16070110,16812895,16812895,1603133
55851,1645148,694931,1736137,733417,157381
55851,681249,284570,809819,337810,72767
55856,6793111,6793111,118480359,118480359,12459120
55856,222850,222850,227307,227307,23884
55866,1182926,1182926,1243981,1243981,133279
55927,0,0,0,0,444
55927,0,0,0,0,1956616
55927,1470,1470,8761,8761,773
55927,37567414,37567414,38694437,38694437,3360569
55933,889286,889286,932463,932463,359722
55933,5736408,5736408,6013193,6013193,456067
55939,0,0,0,0,0
55939,54231680,54231680,58060643,58060643,8468725
55950,85116,67856,83777,66783,7968
55965,3477835,3477835,3572690,3572690,3294381
55965,58466422,58466422,60077915,60077915,5760722
55970,0,0,0,0,999702
55970,0,0,0,0,10904
55970,18919630,18919630,19298024,19298024,1883481
55970,330491,330491,209802,209802,20463
55976,32010668,32010668,33411405,33411405,1901774
55976,2565757,2565757,2676529,2676529,3155777
55977,631119,631119,643262,643262,139529
55977,2725738,2725738,2795380,2795380,289083
55985,297389,297389,305172,305172,479039
55985,8442838,8442838,8666943,8666943,800373
55986,0,0,183457,183457,53768
55990,1003808,6096,1045944,6344,1567
55990,1865893,655368,1945476,683235,168545
55997,366,366,2124,2124,235
55997,141574,141574,144314,144314,15958
56001,0,0,350868,350868,102834
56010,0,0,876152,876152,256785
56016,260,260,1518,1518,83
56016,749,749,790,790,55
56026,492023,492023,507938,507938,227966
56026,6361907,6361907,6577334,6577334,634129
56031,0,0,0,0,0
56031,1640907,1640907,1720231,1720231,1647920
56031,0,0,0,0,0
56031,27038049,27038049,28341433,28341433,2698993
56036,526,232,3037,1338,232
56036,0,0,0,0,0
56036,494940,218511,330990,146100,25302
56041,21643,21643,22212,22212,106593
56041,0,0,0,0,0
56041,2650394,2650394,2722592,2722592,209204
56041,0,0,0,0,0
56046,34377,34377,35528,35528,604353
56046,0,0,0,0,0
56046,10878569,10878569,11272455,11272455,871360
56046,0,0,0,0,0
56047,0,0,0,0,2874
56047,624792,624792,641088,641088,1810825
56047,10075,10075,58234,58234,6127
56047,35165948,35165948,36080090,36080090,3714246
56051,2945026,2945026,3119924,3119924,286021
56052,0,0,125584,125584,36806
56068,630844,630844,12279863,12279863,1319648
56068,491034,491034,495945,495945,53172
56068,0,0,0,0,0
56068,2529843,2529843,49244527,49244527,5292096
56070,983,983,5646,5646,537
56078,0,0,0,0,648065
56078,11605527,11605527,12144351,12144351,918017
56080,175,151,981,854,102
56080,338990,294341,345770,300228,35819
56080,553416,481981,343118,298828,35655
56092,0,0,274941,274941,80581
56097,0,0,1993847,1993847,584363
56102,0,0,0,0,979542
56102,20224000,20224000,21318010,21318010,1900403
56119,0,0,0,0,38047
56119,0,0,0,0,0
56119,2138416,1185606,1111975,616515,61333
56119,0,0,0,0,0
56150,0,0,0,0,0
56150,6240834,6240834,6416251,6416251,3534624
56150,0,0,0,0,0
56150,55794412,55794412,57375127,57375127,5572616
56152,0,0,0,0,195597
56152,12427442,6739358,12800265,6941539,1047689
56163,0,0,0,0,0
56163,148689,43671,155610,45708,10985
56163,0,0,0,0,0
56163,0,0,179720,179720,52673
56177,990665,990665,1041822,1041822,347368
56177,5701264,5701264,6000690,6000690,478044
56190,0,0,0,0,0
56190,372069,111692,379510,113924,26177
56190,97656,9617,99608,9809,2231
56190,0,0,0,0,0
56192,360980,39099,4300893,465931,103356
56192,2330647,255939,2549774,280016,62110
56192,52546,5742,877312,95856,21259
56192,0,0,0,0,0
56192,0,0,0,0,0
56196,0,0,0,0,4174
56196,0,0,0,0,1204470
56196,15074,15074,86105,86105,7630
56196,23607713,23607713,24273873,24273873,2188349
56224,2650,2650,16253,16253,1590
56224,625070,625070,11090840,11090840,1084163
56227,12613,12613,13856,13856,1063070
56227,19220780,19220780,21148337,21148337,2004477
56229,641808,237367,660259,244191,54148
56232,232302,232302,238340,238340,22965
56234,0,0,0,0,24
56234,1528808,1528808,1577150,1577150,1001251
56234,77,77,453,453,40
56234,16143514,16143514,16655888,16655888,1463014
56237,0,0,0,0,2371637
56237,44626871,44626871,46840210,46840210,4082992
56239,107780,107780,111523,111523,9921
56241,71,71,413,413,40
56241,6919984,6919984,7572047,7572047,693213
56242,57,57,332,332,82
56247,170,170,1007,1007,90
56255,0,0,1112419,1112419,326031
56258,2354,2354,13416,13416,1433
56258,0,0,0,0,0
56258,325764,325764,1661396,1661396,177562
56259,0,0,0,0,1218
56259,1607056,1607056,1656413,1656413,1193127
56259,4021,4021,23222,23222,2036
56259,20352602,20352602,20982560,20982560,1835691
56274,28,28,173,173,17
56288,100,100,600,600,60
56289,61,61,366,366,35
56290,0,0,1879408,1879408,550823
56291,0,0,7787164,7787164,2282287
56294,0,0,75002,75002,21982
56298,127903,127903,133359,133359,121376
56298,2603872,2603872,2706672,2706672,219316
56298,42500,42500,43826,43826,2874
56299,0,0,179272,179272,52542
56300,0,0,62910,62910,18438
56304,0,0,656728,656728,192476
56309,24898,7638,25396,7791,1711
56309,781178,296045,796801,301965,66361
56309,0,0,0,0,0
56309,43510,43510,44380,44380,10901
56312,6376412,3449433,6226118,3367438,512007
56312,23213144,12550998,4198762,2269719,345098
56322,0,0,2175,2175,637
56322,0,0,1792358,1792358,525310
56329,380959,380959,2161873,2161873,126338
56329,0,0,0,0,0
56336,0,0,2718185,2718185,796655
56337,0,0,2120222,2120222,621401
56338,0,0,1720336,1720336,504202
56350,198888,198888,203885,203885,935380
56350,19176298,19176298,19654702,19654702,1394510
56350,1137622,1137622,1169030,1169030,86397
56361,0,0,1484981,1484981,435223
56371,0,0,1997910,1997910,585554
56377,0,0,1395608,1395608,409029
56378,0,0,387648,387648,113613
56391,0,0,1007571,1007571,295302
56395,0,0,1453499,1453499,425996
56399,0,0,189785,189785,55623
56400,0,0,0,0,269
56400,88538,88538,90575,90575,719300
56400,882,882,5133,5133,432
56400,12462623,12462623,12732319,12732319,1069325
56405,25064,25064,26027,26027,1998
56405,0,0,311525,311525,91303
56407,0,0,0,0,10052
56407,0,0,0,0,7065915
56407,34622,34622,199250,199250,18345
56407,137013163,137013163,139810896,139810896,12871437
56445,512,512,2959,2959,250
56445,2664236,2664236,2854666,2854666,252458
56449,0,0,295916,295916,86728
56451,0,0,607923,607923,178172
56456,18474,18474,107149,107149,10471
56456,1929255,1929255,34265941,34265941,3371290
56458,1660212,1660212,1698872,1698872,1509474
56458,26590459,26590459,27204176,27204176,2412246
56458,62639,62639,64200,64200,5391
56467,346060,346060,360817,360817,650190
56467,12125608,12125608,12647493,12647493,1138213
56468,0,0,2333791,2333791,683995
56476,960762,960762,1006819,1006819,1131075
56476,0,0,0,0,0
56476,20257943,20257943,21214659,21214659,1954133
56476,0,0,0,0,0
56483,0,0,1462148,1462148,428531
56484,0,0,1449611,1449611,424857
56485,0,0,3188649,3188649,934539
56495,0,0,1955716,1955716,573187
56500,4052702,4052702,4259152,4259152,489286
56500,0,0,4686,4686,1373
56501,0,0,3289342,3289342,964051
56502,13449865,13449865,13449865,13449865,1212637
56509,1418939,1409567,1475202,1465465,136564
56509,32078,31712,31569,31197,2747
56532,2353124,2353124,2468360,2468360,1240465
56532,0,0,0,0,0
56532,17878264,17878264,18753237,18753237,1705752
56532,0,0,0,0,0
56536,0,0,314929,314929,92300
56537,0,0,331953,331953,97290
56538,0,0,21517,21517,6306
56553,27,27,151,151,1
56555,0,0,329211,329211,96486
56564,130417,130417,134653,134653,13612
56564,1652702,1652702,29095255,29095255,3098790
56565,0,0,0,0,1243195
56565,24520482,24520482,25305592,25305592,2209587
56593,0,0,1549906,1549906,454251
56609,1980002,1980002,31909267,31909267,2847485
56609,16200,16200,66315,66315,5901
56611,0,0,0,0,0
56611,1853735,1853735,32024078,32024078,3295185
56613,0,0,1692693,1692693,496100
56614,0,0,1775043,1775043,520235
56617,0,0,1065556,1065556,312297
56636,0,0,118315,118315,34676
56637,0,0,130669,130669,38297
56645,0,0,1335070,1335070,391287
56647,0,0,457567,457567,134105
56650,0,0,706573,706573,207085
56651,0,0,248533,248533,72841
56661,0,0,2618545,2618545,767452
56668,2067575,2067575,2148373,2148373,175490
56669,0,0,990429,990429,290278
56671,1388437,1388437,34927317,34927317,3904587
56671,144832,144832,151410,151410,16510
56707,183,183,477,477,11
56707,2676,2676,43603,43603,1014
56751,0,0,153679,153679,45040
56752,0,0,431820,431820,126559
56753,0,0,480362,480362,140786
56763,0,0,6857643,6857643,2009860
56777,0,0,4039656,4039656,1183955
56784,0,0,1213410,1213410,355630
56785,0,0,0,0,0
56785,167,0,968,0,-5
56785,1034104,54917,1034104,54917,8879
56785,0,0,0,0,0
56786,0,0,0,0,0
56786,2841353,808569,2841353,808569,95094
56786,27,8,68,21,3
56786,81116,22732,1176343,329572,37679
56792,0,0,322370,322370,94481
56795,0,0,1228892,1228892,360168
56797,0,0,2592073,2592073,759693
56798,0,0,0,0,1188
56798,858306,858306,881639,881639,1043725
56798,4191,4191,24469,24469,2142
56798,17819532,17819532,18312616,18312616,1653054
56803,5851800,5851800,6090842,6090842,654274
56807,0,0,0,0,0
56807,0,0,0,0,0
56807,3605,3605,20837,20837,2909
56807,20756174,20756174,21445048,21445048,3020227
56808,489507,489507,7769029,7769029,654620
56808,13921,13921,78705,78705,6565
56808,0,0,0,0,0
56808,116598,116598,1127882,1127882,92163
56812,0,0,2643355,2643355,774723
56829,0,0,919512,919512,269493
56833,0,0,472699,472699,138540
56846,1268219,1268219,1335111,1335111,1555252
56846,27197370,27197370,28641341,28641341,2607176
56857,0,0,1310600,1310600,384115
56868,0,0,0,0,0
56869,213043,213043,106522,106522,8950
56880,0,0,290238,290238,85064
56893,0,0,23293,23293,6827
56895,1752439,1752439,899850,899850,87043
56908,9,9,52,52,5
56908,5882400,5882400,6159106,6159106,547462
56913,0,0,694762,694762,203623
56923,0,0,1938187,1938187,568050
56924,0,0,1887899,1887899,553312
56925,0,0,2467813,2467813,723274
56932,0,0,0,0,0
56934,0,0,59974,59974,17577
56935,0,0,129394,129394,37923
56936,0,0,173082,173082,50727
56940,0,0,0,0,0
56940,2513688,2513688,2580078,2580078,1757345
56940,0,0,0,0,0
56940,27551158,27551158,28282344,28282344,2634972
56942,0,0,453680,453680,132966
56948,4256332,4256332,4363278,4363278,422113
56960,0,0,200273,200273,58697
56961,8833,8833,0,0,-2105
56961,0,0,886018,886018,259677
56963,533499,533499,549218,549218,830392
56963,15164190,15164190,15628946,15628946,1337438
56964,0,0,0,0,0
56964,7186787,7186787,7480555,7480555,751774
56981,5013,5013,0,0,-2407
56981,0,0,1047841,1047841,307105
56998,0,0,0,0,263154
56998,8180299,8180299,9142662,9142662,790522
56998,4520819,4520819,5036634,5036634,429006
57002,0,0,1043901,1043901,305950
57015,1841886,1841886,953636,953636,78679
57022,2783757,2783757,1407256,1407256,80077
57027,1022486,1022486,1048351,1048351,102533
57028,0,0,0,0,573266
57028,11380089,11380089,11380089,11380089,1055267
57037,1440784,1440784,1524265,1524265,1318594
57037,23921671,23921671,25302897,25302897,2385664
57046,0,0,0,0,0
57046,0,0,0,0,0
57046,0,0,0,0,0
57046,0,0,0,0,0
57046,546947,248667,9462185,4301941,288991
57046,0,0,0,0,0
57046,0,0,0,0,0
57047,0,0,2545230,2545230,745964
57048,0,0,2029237,2029237,594735
57049,0,0,718882,718882,210692
57050,0,0,838167,838167,245653
57072,20468583,6268545,1842172,564169,68114
57072,1921567,1426047,1959999,1454569,205584
57072,4469175,0,905016,905016,265245
57073,343120,343120,357796,357796,7554
57073,0,0,601347,601347,176245
57074,433310,433310,451963,451963,10092
57074,0,0,746668,746668,218836
57075,162310,162310,169248,169248,3899
57075,0,0,566638,566638,166072
57079,0,0,996407,996407,292030
57079,0,0,117011,117011,34294
57080,0,0,206229,206229,60443
57082,0,0,0,0,0
57082,0,0,142498,142498,41764
57087,0,0,0,0,0
57087,0,0,260773,260773,76428
57090,0,0,1010986,1010986,296303
57091,0,0,373669,373669,109516
57094,0,0,2317072,2317072,679095
57095,0,0,1074735,1074735,314987
57098,0,0,380630,380630,111556
57107,0,0,542126,542126,158888
57116,0,0,1251726,1251726,366860
57122,0,0,0,0,0
57122,926763,418710,1019440,460583,86393
57134,0,0,6116,6116,1793
57136,0,0,103632,103632,30373
57138,1604,711,9355,4139,245
57138,6312,2894,189360,86764,5174
57138,311005,91175,2799045,820575,49299
57151,0,0,843222,843222,247134
57160,0,0,48017,48017,14073
57161,0,0,48022,48022,14074
57162,0,0,96061,96061,28154
57176,0,0,14210,14210,4165
57185,788445,788445,817994,817994,2174931
57185,35221108,35221108,36560430,36560430,3025747
57189,0,0,1286896,1286896,377168
57191,0,0,42942,42942,12586
57192,0,0,993736,993736,291247
57194,0,0,1393840,1393840,408511
57195,0,0,2395012,2395012,701938
57199,0,0,1178956,1178956,345532
57203,0,0,34949,34949,10243
57207,19,19,113,113,13
57208,181,181,1070,1070,93
57210,0,0,1839509,1839509,539129
57212,0,0,1691641,1691641,495792
57216,0,0,9242,9242,2709
57239,0,0,319320,319320,93587
57240,0,0,79831,79831,23397
57241,10566,10566,10811,10811,801
57241,369598,369598,3555338,3555338,288054
57242,20296,20296,0,0,-485
57242,0,0,234442,234442,68711
57256,0,0,44417,44417,13018
57257,0,0,10423,10423,3055
57267,2145339,2145339,2245135,2245135,189674
57275,0,0,273765,273765,80236
57281,0,0,120631,120631,35355
57300,0,0,569722,569722,166976
57315,0,0,2011892,2011892,589652
57317,0,0,248286,248286,72768
57319,0,0,337705,337705,98976
57320,0,0,803957,803957,235626
57325,31421,31421,0,0,-1120
57325,0,0,2126783,2126783,623324
57327,0,0,869218,869218,254753
57331,0,0,2089516,2089516,612402
57332,0,0,1216218,1216218,356453
57337,0,0,55855,55855,16370
57340,0,0,1077983,1077983,315939
57346,0,0,1904863,1904863,558283
57348,652853,266991,718139,293688,64556
57349,0,0,0,0,390
57349,133204,133204,138122,138122,296027
57349,1439,1439,8434,8434,752
57349,5630751,5630751,5835083,5835083,519386
57373,0,0,2358831,2358831,691334
57374,0,0,1353581,1353581,396712
57378,0,0,1937081,1937081,567726
57379,0,0,398263,398263,116724
57380,0,0,253281,253281,74233
57394,0,0,2109244,2109244,618184
57400,0,0,1466410,1466410,429780
57421,0,0,650845,650845,190752
57424,0,0,1258909,1258909,368965
57442,0,0,384399,384399,112661
57443,1764679,1764679,893820,893820,76490
57447,17517,17517,0,0,-5575
57447,0,0,823019,823019,241213
57449,0,0,2505022,2505022,734180
57468,0,0,865638,865638,253704
57469,0,0,1301678,1301678,381500
57475,0,0,1300608,1300608,381186
57482,5169537,5169537,5304174,5304174,554364
57483,845366,845366,893232,893232,87728
57501,0,0,5133133,5133133,1504435
57514,0,0,1921491,1921491,563157
57515,3378958,3378958,3466354,3466354,371360
57520,0,0,2585738,2585738,757836
57526,0,0,1956973,1956973,573556
57529,0,0,388473,388473,113855
57531,0,0,1543207,1543207,452288
57549,0,0,2077743,2077743,608952
57550,0,0,2058969,2058969,603449
57551,0,0,31476,31476,9225
57564,0,0,0,0,2771
57564,142724,142724,148203,148203,12108
57573,319537,130924,335409,137424,21709
57583,2739,2739,0,0,-2443
57584,1009,1009,0,0,-138
57584,0,0,0,0,6579
57584,2494680,1386268,2569522,1427858,214166
57585,2143415,1079236,2230110,1122890,203885
57589,0,0,155711,155711,45636
57591,0,0,36302,36302,10640
57595,0,0,635601,635601,186284
57597,2823,2823,16430,16430,1709
57597,0,0,0,0,0
57599,1613,1613,9387,9387,946
57605,805,805,4685,4685,482
57617,0,0,2751827,2751827,806515
57620,0,0,1024233,1024233,300185
57623,0,0,2326725,2326725,681924
57624,0,0,0,0,0
57628,0,0,1064363,1064363,311947
57629,89,89,516,516,43
57629,0,0,0,0,0
57630,462,462,2680,2680,235
57643,0,0,7196,7196,2109
57644,0,0,1477099,1477099,432913
57648,0,0,3068,3068,899
57653,0,0,0,0,0
57653,112909,0,98469,0,0
57653,0,0,0,0,0
57653,363709,161603,320373,142281,35445
57659,0,0,1035842,1035842,303588
57664,0,0,0,0,5750
57664,1864943,1864943,1919701,1919701,1494145
57664,19496,19496,112999,112999,10360
57664,25417718,25417718,26178167,26178167,2401785
57672,29466,29466,30966,30966,0
57678,0,0,1555022,1555022,455751
57684,0,0,0,0,0
57684,0,0,96441,96441,28265
57695,0,0,3537473,3537473,1036774
57702,0,0,0,0,0
57702,529729,529729,595267,595267,35187
57703,0,0,0,0,98641
57703,2993333,2993333,3151769,3151769,306164
57703,162543,162543,170671,170671,17066
57715,56731,56731,59092,59092,4661
57721,0,0,104242,104242,30551
57729,5969,5969,0,0,-5963
57744,0,0,525956,525956,154149
57751,0,0,1558600,1558600,456799
57752,0,0,858398,858398,251582
57758,0,0,60784,60784,17815
57762,0,0,1656193,1656193,485403
57775,0,0,2764,2764,810
57775,0,0,58904,58904,17264
57787,0,0,3296643,3296643,966191
57788,0,0,0,0,0
57788,535075,348615,545777,355588,30640
57794,403523,403523,430895,430895,1676360
57794,31760369,31760369,33816084,33816084,3319755
57802,0,0,1493486,1493486,437716
57804,546,17,3150,100,22
57804,99681,4751,99681,4751,1026
57804,0,0,0,0,0
57804,15339,711,131915,6113,1321
57839,1226789,1226789,1261593,1261593,1544588
57839,25577344,25577344,26344173,26344173,2458473
57842,4180926,4180926,4444845,4444845,426598
57842,0,0,0,0,0
57842,0,0,0,0,0
57851,0,0,778854,778854,228269
57852,0,0,354589,354589,103924
57853,0,0,165969,165969,48643
57854,0,0,0,0,0
57854,0,0,0,0,0
57858,0,0,2303841,2303841,675217
57859,0,0,2012965,2012965,589966
57873,0,0,2573420,2573420,754226
57884,1335969,1335969,1361961,1361961,111816
57884,607407,607407,630031,630031,69557
57884,0,0,0,0,0
57893,0,0,0,0,0
57893,889,889,1068,1068,92
57896,0,0,0,0,0
57896,1419385,1419385,688329,688329,43537
57898,612223,612223,4042346,4042346,238757
57898,391422,391422,4940447,4940447,291803
57898,79597,79597,81506,81506,4582
57901,0,0,0,0,37573
57901,1332922,1332922,1372909,1372909,109724
57908,0,0,0,0,60
57908,482882,241547,515830,257761,47716
57908,570,313,3307,1815,275
57908,2008796,901017,2145900,962511,177776
57908,236,122,1367,702,131
57909,823,823,4279,4279,341
57909,546571,546571,4864482,4864482,389866
57912,0,0,94855,94855,27800
57913,0,0,1410917,1410917,413516
57914,401,24,5710,336,59
57914,6115,360,7320,431,76
57914,0,0,0,0,0
57914,0,0,0,0,0
57919,0,0,0,0,0
57919,521722,52011,521722,52011,9235
57919,263933,28475,2462496,265667,48497
57928,0,0,0,0,0
57928,38471,2093,846362,46095,5423
57928,0,0,0,0,0
57929,485,485,2805,2805,249
57929,0,0,0,0,0
57929,0,0,0,0,0
57929,0,0,0,0,0
57929,0,0,0,0,0
57937,1400228,67787,1516741,73551,6467
57937,10494,0,188150,0,0
57938,0,0,0,0,0
57938,0,0,352173,352173,103216
57949,31123,58,778092,1460,128
57949,296390,484,310952,508,45
57950,0,0,0,0,0
57950,871300,0,914361,0,0
57953,0,0,0,0,0
57953,2118598,551884,2195234,571831,144131
57953,13158,0,279344,0,0
57953,22371,0,610728,0,0
57953,0,0,0,0,0
57966,9,0,54,0,0
57966,263936,0,277134,0,0
57966,486,0,7970,0,0
57978,0,0,0,0,388021
57978,7552228,7552228,7901286,7901286,724489
57979,0,0,529707,529707,155248
57983,0,0,4007643,4007643,1174573
57987,0,0,1287858,1287858,377450
57995,0,0,1923143,1923143,563641
58001,5194817,5194817,5245871,5245871,3122022
58001,45796160,45796160,46241167,46241167,4114343
58004,0,0,591136,591136,173252
58005,2322265,2322265,2357744,2357744,1351274
58005,20184171,20184171,20493431,20493431,1773911
58007,0,0,0,0,67730
58007,4482118,4482118,2316465,2316465,179285
58008,0,0,2306739,2306739,676067
58012,0,0,5502,5502,1612
58013,0,0,5063,5063,1484
58019,0,0,286662,286662,84016
58025,0,0,13126,13126,3847
58035,0,0,298222,298222,87404
58041,0,0,3141763,3141763,920798
58046,0,0,0,0,0
58053,0,0,0,0,0
58056,0,0,0,0,0
58056,0,0,0,0,0
58056,0,0,9407,9407,2757
58057,75023,75023,54909,54909,6125
58063,0,0,0,0,0
58063,6187049,5871330,6336425,6013149,510249
58066,0,0,0,0,0
58066,2558242,1020142,2686155,1071150,91818
58066,9098,3612,6023,2391,210
58075,3000925,1302491,3087647,1340210,223264
58079,250721,250721,256876,256876,1358385
58079,24807248,24807248,25417451,25417451,2323388
58081,889084,28127,974975,30827,6765
58081,0,0,0,0,0
58091,0,0,25020,25020,7333
58098,0,0,3864162,3864162,1132521
58099,0,0,1639521,1639521,480516
58100,461050,461050,478294,478294,35031
58104,0,0,4657,4657,1365
58105,0,0,6053,6053,1774
58116,138000,138000,141587,141587,13139
58121,0,0,1224446,1224446,358864
58126,0,0,1809148,1809148,530231
58127,0,0,1558705,1558705,456830
58138,483241,189200,530293,207633,41989
58139,0,0,0,0,0
58139,393804,393804,393804,393804,26102
58139,0,0,0,0,0
58140,0,0,0,0,0
58140,364338,139243,373447,142723,30954
58141,0,0,347396,347396,101816
58146,0,0,344025,344025,100828
58151,0,0,0,0,0
58151,582874,150232,583254,150462,28163
58151,0,0,0,0,0
58151,1007704,543774,1011645,545855,99653
58153,16,5,94,31,7
58153,384901,141004,399297,146263,30864
58155,0,0,758478,758478,222297
58156,0,0,0,0,0
58159,0,0,0,0,69
58159,87787,37709,96828,41593,8114
58159,2191,1174,12975,6952,1119
58159,1220627,617119,1346351,680681,112827
58169,317739,148855,326694,153054,31086
58169,0,0,21423,21423,6279
58177,14100,5149,13395,4892,1108
58177,161410,59713,92033,34058,7717
58179,573019,256376,613818,274606,37022
58179,0,0,0,0,0
58180,1489,479,8694,2788,653
58180,675919,215793,503503,160711,37185
58180,171259,54771,171259,54771,12715
58183,963503,0,939414,0,0
58184,0,0,0,0,0
58184,1721134,519772,1721134,519772,123710
58191,0,0,0,0,0
58191,239407,1479,191525,1183,102
58193,1057532,24819,1154012,27022,5544
58194,1542,435,8894,2510,620
58194,388204,133025,398297,136484,33856
58194,0,0,0,0,0
58194,566351,42785,581076,43896,10732
58195,156,57,901,331,77
58195,543453,195896,557582,200989,46760
58197,900,759,5255,4429,552
58197,836894,24136,870370,25101,2207
58198,0,0,0,0,1
58198,64078,30685,67106,32141,6794
58198,13,5,76,34,5
58198,838032,358705,877212,375447,61700
58199,511444,193438,524607,198444,41294
58199,0,0,0,0,0
58205,0,0,0,0,0
58205,2990705,183798,3050521,187475,40660
58207,0,0,0,0,0
58207,5462,0,5631,0,0
58207,8,7,46,40,3
58207,513028,451034,528931,465015,38338
58207,0,0,0,0,0
58207,698880,657339,720545,677715,56490
58207,319,310,1843,1785,157
58207,23968,23070,24711,23782,2051
58214,0,0,8964,8964,2627
58215,0,0,0,0,4
58215,9736961,9736961,10059658,10059658,2588508
58215,12,12,69,69,8
58215,35679109,35679109,36860590,36860590,3786110
58216,0,0,30343,30343,8893
58223,298923,114557,307263,117747,5266
58228,0,0,62274,62274,18252
58236,146,146,0,0,-16
58236,0,0,0,0,1294490
58236,21486505,21486505,23592506,23592506,2287492
58236,0,0,0,0,0
58238,0,0,80537,80537,23604
58242,0,0,1828327,1828327,535852
58251,0,0,124155,124155,36388
58256,0,0,0,0,0
58256,0,0,1636,1636,479
58258,484624,155734,501585,161185,38888
58260,0,0,0,0,0
58260,42643553,42643553,44031011,44031011,6337633
58265,141462,38529,151819,41330,9853
58265,187,72,1048,402,96
58281,0,0,99214,99214,29078
58310,0,0,0,0,0
58310,0,0,559181,559181,163887
58326,37107,34200,34508,31805,3033
58326,421139,393666,246129,229674,21956
58351,0,0,1119522,1119522,328113
58375,506,477,523,493,127
58380,761836,761836,403959,403959,38918
58380,18,18,18,18,2
58388,0,0,2881165,2881165,844421
58389,0,0,2229997,2229997,653575
58400,0,0,0,0,4
58401,0,0,37818,37818,11084
58404,0,0,80540,80540,23605
58408,0,0,111913,111913,32800
58420,40343803,40343803,41484361,41484361,6211134
58426,41259479,41259479,42579599,42579599,6399412
58428,561364,197050,581427,204110,45141
58429,3305972,3305972,1561020,1561020,112849
58434,0,0,354603,354603,103592
58440,40191,40191,41315,41315,4522
58474,0,0,2711490,2711490,794692
58476,1461814,1160279,723846,574499,49308
58484,19163,19127,9585,9566,915
58484,425705,424330,430813,429421,40600
58523,63688,27106,541351,230414,19688
58544,0,0,177022,177022,51882
58552,0,0,50412,50412,14775
58553,0,0,43597,43597,12777
58556,0,0,50112,50112,14687
58557,3811749,3811749,3907813,3907813,1619438
58557,22187572,22187572,22749303,22749303,1976862
58568,0,0,12188,12188,3572
58574,69267,69267,1010486,1010486,64136
58580,0,0,760892,760892,223005
58584,849,315,4958,1838,408
58584,372836,146650,384020,151048,32955
58584,0,0,70528,70528,20671
58587,0,0,893331,893331,261820
58593,0,0,0,0,0
58593,0,0,0,0,0
58593,0,0,0,0,0
58594,0,0,987170,987170,289323
58596,0,0,3047345,3047345,893125
58597,551018,202612,577275,212243,45979
58614,0,0,2188310,2188310,641357
58622,0,0,30613,30613,8972
58629,0,0,122346,122346,35858
58639,0,0,0,0,0
58639,0,0,63981,63981,18752
58640,0,0,70744,70744,20734
58644,0,0,2195984,2195984,643606
58645,0,0,388210,388210,113778
58658,0,0,2369821,2369821,694555
58661,0,0,24031,24031,7043
58664,341845,341845,351418,351418,22319
58686,0,0,379973,379973,111364
58690,0,0,781735,781735,229113
58692,0,0,930472,930472,272706
58694,0,0,2550740,2550740,747579
58695,0,0,3454212,3454212,1012371
58697,0,0,0,0,0
58697,0,0,0,0,1491375
58697,0,0,0,0,0
58697,27074860,27074860,27968764,27968764,2397029
58697,595,595,3498,3498,273
58697,18585,18585,19196,19196,1427
58719,0,0,745933,745933,218620
58765,0,0,3295498,3295498,965855
58767,0,0,2537544,2537544,743712
58771,0,0,3544833,3544833,1038931
58772,0,0,2622900,2622900,768728
58773,0,0,2450306,2450306,718144
58777,0,0,800895,800895,234729
58780,0,0,1778788,1778788,521333
58833,0,0,460154,460154,134863
58833,0,0,233789,233789,68519
58837,0,0,318025,318025,93208
58870,0,0,292552,292552,85742
58876,0,0,132541,132541,38846
58883,0,0,5515155,5515155,1616400
58897,7960,7960,8198,8198,652
