plant_id,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
470,5287461,4770272,4079366,4871987,6002352,5675316,6405843,6045091,5795043,6006914,5303530,5599920
477,0,0,0,0,Null,0,0,24515,12695,10055,10264,39159
492,Null,Null,Null,3272,12882,21988,147,947,0,0,Null,4644
492,Null,Null,Null,26188,44004,47017,178583,182762,231443,617654,Null,13215
492,0,0,0,0,0,0,0,0,0,0,Null,0
492,0,0,0,0,0,0,0,0,0,0,Null,0
492,0,0,0,0,0,0,0,0,0,0,Null,0
493,0,0,0,0,0,0,0,0,1397,0,0,0
493,225528,14,2,2,0,14418,62443,125335,11511,2,3,0
518,95942,88528,104431,85215,99347,88439,81294,87473,77057,10151,7957,2583
518,0,0,0,0,0,0,0,0,0,0,0,0
525,2625132,2087495,2024083,1156017,2038541,2203958,2795932,2617717,2097201,2129615,2061084,2471654
525,3041,1270,2696,2900,4462,46,0,121,1975,0,4076,764
525,2071,2402,519,362,2564,5495,399,1408,2395,1109,2430,412
525,Null,Null,Null,Null,Null,Null,Null,0,0,Null,Null,Null
533,0,Null,0,0,0,0,0,0,0,0,0,0
533,0,Null,0,0,0,0,0,0,0,0,0,0
533,0,Null,0,1975,0,0,0,0,0,1188,0,0
533,2161003,Null,2457494,986852,2573346,2751435,2871720,2745503,2607529,1370982,2584894,2256228
539,0,0,0,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0,0,0
559,11343,8644,10664,9266,9249,3472,18254,7732,10049,15086,9211,7634
564,0,0,0,0,0,0,0,0,0,0,0,0
564,105818,60179,259146,68510,149789,133299,91465,115108,58292,101874,152999,137723
564,0,0,0,0,0,0,0,0,0,0,0,0
564,1262495,936378,1240071,597138,1306950,1228392,1226929,1225776,593598,1191532,1249909,1308967
564,1509683,1221834,1737747,2797155,2377726,2859218,4513536,4689073,3944978,2235225,1776560,1294268
564,19614,17362,42858,30319,24704,14829,0,0,0,5061,7576,28867
564,466852,355520,419835,783029,729396,686105,180628,324590,702714,470060,513161,380157
566,6745730,5451756,6605675,1095943,0,0,5696814,6657267,4909850,6415584,6529101,6742794
566,9199694,8766708,9657118,9344169,9079113,272776,9379692,9457310,8795325,5704023,0,6312055
568,0,0,1678393,0,0,0,0,0,0,0,0,0
568,0,0,Null,Null,Null,0,0,0,0,0,0,0
568,2243146,1732051,0,0,721672,2153225,2263980,2147661,2004622,1265423,1353586,2169865
568,Null,Null,0,0,166406,Null,Null,Null,Null,Null,Null,Null
568,0,0,0,0,0,0,0,0,0,0,0,0
568,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null
568,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null
589,0,0,0,0,0,0,0,0,0,0,0,0
589,596,0,0,0,560,0,0,517,0,0,1855,0
589,437836,437238,341896,0,21822,203728,518339,243960,52678,0,199263,259189
594,0,1379,0,159,0,0,9232,2264,0,188,0,138
594,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null
594,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null
594,0,0,0,0,0,7430,146544,0,111088,0,72846,0
594,0,0,0,0,0,13329,18933,0,6972,171,8723,0
594,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null
594,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null
602,327415,222641,276175,451098,99685,498128,3867457,4244174,2955657,189033,0,321933
602,10752,20048,11378,23833,11764,31262,30818,12248,26824,1305,0,22918
602,0,0,0,0,0,0,0,0,0,0,0,0
607,0,4040,11349,0,0,29,0,270,0,610,0,547
607,46546,187580,1128836,1551195,61919,471564,1591355,1430840,1519775,1043992,976801,1230612
609,0,0,0,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0,0
609,10875,10077,9094,12077,4657,3811,4355,7899,284,0,8266,4603
609,3937377,3956689,4099612,4192592,3803861,4167678,4894778,4594173,4169207,2622341,3392345,3915540
612,0,0,0,0,0,0,0,0,0,Null,0,0
612,0,1349464,0,0,1619833,0,0,0,0,Null,0,1145923
612,0,0,0,0,0,0,0,0,0,Null,0,0
612,5452173,2724009,6857723,5880581,4754269,6436383,6805489,7348767,6117150,Null,6028485,5646448
612,1299,3144,783,922,157,487,853,43786,2689,Null,0,0
612,246493,417220,344856,393603,232913,332365,720877,770498,459004,Null,215457,167314
613,17,3747,2167,6640,644,23984,49836,207083,10404,1262,0,5920
613,86484,48970,297786,285342,379591,337390,343193,428519,198603,185492,171315,102075
617,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0
617,12859,6294,0,19863,6196,3170,0,7626,824,7551,1832,0
617,2984225,3590718,1752353,3350650,4233339,3828833,4514541,4231543,3992168,4189041,1815675,0
617,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,0,0,0,0,0
619,10692,9497,17869,6455,17994,0,10692,10520,0,6636,3461,3367
619,2972049,2930939,3928038,4013947,3396195,4368016,5187966,4790035,4622933,4658830,3767582,3457846
